Company,Location_HQ,Industry,Laid_Off_Count,Date,Source,Funds_Raised,Stage,Date_Added,Country,Percentage,List_of_Employees_Laid_Off
Thoughtworks,Chicago,Other,579,2023-08-08,https://www.chicagobusiness.com/employment/thoughtworks-cut-hundreds-jobs,748.0,Post-IPO,2023-10-17 01:46:05,United States,0.05,Unknown
Rapid7,Boston,Security,470,2023-08-08,https://www.bizjournals.com/boston/news/2023/08/08/rapid7-layoffs-q2-earnings.html,89.0,Post-IPO,2023-08-08 23:59:37,United States,0.18,Unknown
MPL,Bengaluru,Consumer,350,2023-08-08,https://www.moneycontrol.com/europe/?url=https://www.moneycontrol.com/news/business/mpl-to-lay-off-350-employees-after-gst-councils-new-28-tax-proposal-11126951.html,375.0,Unknown,2023-08-08 22:52:22,India,,Unknown
Doximity,SF Bay Area,Healthcare,100,2023-08-08,https://www.fiercehealthcare.com/health-tech/doximity-lays-10-workforce-stock-sinks-company-downgrades-revenue-guidance,82.0,Post-IPO,2023-08-09 00:00:34,United States,0.1,Unknown
23andMe,SF Bay Area,Healthcare,71,2023-08-08,https://www.streetinsider.com/Corporate+News/23andMe+Holding+%28ME%29+Announces+11%25+Workforce+Cut/22014370.html,1100.0,Post-IPO,2023-08-08 22:57:09,United States,0.11,Unknown
Caliva,SF Bay Area,Retail,54,2023-08-08,https://www.bizjournals.com/sanfrancisco/news/2023/08/08/gold-flora-tpco-caliva-jay-z-cannabis-layoff-sj.html,75.0,Series B,2023-08-09 17:54:55,United States,,Unknown
Sendy,Nairobi,Logistics,,2023-08-08,https://techcrunch.com/2023/08/08/kenyan-logistics-startup-sendy-shuts-down-embarks-on-asset-sale/,26.0,Series B,2023-08-08 22:55:16,Kenya,1.0,Unknown
Dell,Austin,Hardware,,2023-08-07,https://www.crn.com/news/channel-news/dell-confirms-sales-layoffs-as-part-of-new-partner-led-storage-strategy,,Post-IPO,2023-08-08 02:57:54,United States,,Unknown
Verse,Barcelona,Finance,,2023-08-07,https://www.finextra.com/newsarticle/42741/block-shuts-european-p2p-payments-brand-verse,38.0,Acquired,2023-08-29 15:17:58,Spain,1.0,Unknown
Qomplx,Washington D.C.,AI,60,2023-08-04,https://www.bizjournals.com/washington/news/2023/08/04/tysons-qomplx-layoffs-spac.html,107.0,Series A,2023-08-05 00:51:43,United States,,Unknown
CodeClan,Edinburgh,Education,57,2023-08-04,https://www.edinburghnews.scotsman.com/news/people/codeclan-crowdfunder-launched-to-help-students-after-tech-training-academy-goes-into-administration-4245811,,Seed,2023-08-08 02:58:34,United Kingdom,1.0,Unknown
Top Hat,Toronto,Education,42,2023-08-04,https://betakit.com/canadian-startup-struggles-continue-as-silofit-closes-up-shop-top-hat-and-fable-cut-staff/,234.0,Series E,2023-08-05 04:00:35,Canada,0.07,Unknown
Astra,SF Bay Area,Aerospace,,2023-08-04,https://techcrunch.com/2023/08/04/astra-lays-off-25-of-workforce-reallocates-engineers-in-an-effort-to-fight-dwindling-cash-reserves/,300.0,Post-IPO,2023-08-05 00:51:06,United States,0.25,Unknown
Big Cabal Media,Lagos,Media,,2023-08-04,https://www.benjamindada.com/big-cabal-media-lays-off-workforce/,3.0,Seed,2023-08-05 00:52:28,Nigeria,0.19,Unknown
Discord,SF Bay Area,Consumer,37,2023-08-03,https://www.theinformation.com/briefings/discord-lays-off-4-of-workforce,995.0,Series H,2023-08-04 04:06:29,United States,0.04,Unknown
Bardee,Melbourne,Food,30,2023-08-03,https://www.businessnewsaustralia.com/articles/bardee-lets-go-staff-to-make-its-food-waste-revolution-profitable.html,5.0,Seed,2023-08-03 03:32:02,Australia,,Unknown
Aware,Columbus,Security,,2023-08-03,https://www.bizjournals.com/columbus/inno/stories/news/2023/08/03/columbus-startup-aware-job-cut-pivot.html,88.0,Series C,2023-08-06 03:43:19,United States,,Unknown
Ayoconnect,Jakarta,Finance,,2023-08-03,https://www.dealstreetasia.com/stories/ayoconnect-cuts-staff-356209,43.0,Series B,2023-08-05 03:57:25,Indonesia,0.1,Unknown
Finastra,Tel Aviv,Finance,,2023-08-03,https://www.calcalistech.com/ctechnews/article/uaxzby5po,,Unknown,2023-08-04 04:04:40,Israel,,Unknown
Spinny,Gurugram,Transportation,300,2023-08-02,https://www.moneycontrol.com/europe/?url=https://www.moneycontrol.com/news/business/tiger-global-backed-spinny-fires-300-employees-ahead-of-business-rejig-11085751.html,513.0,Series E,2023-08-04 04:07:32,India,0.05,Unknown
Tekion,Bengaluru,Other,300,2023-08-02,https://inc42.com/buzz/exclusive-tekion-lays-off-around-200-indian-employees/,435.0,Series D,2023-08-03 03:39:59,India,0.1,Unknown
BetterUp,SF Bay Area,HR,100,2023-08-02,https://www.thedailybeast.com/prince-harrys-silicon-valley-gig-betterup-chops-16-of-staff-amid-tumult,567.0,Series E,2023-08-04 15:24:04,United States,0.16,Unknown
Augury,New York City,Manufacturing,70,2023-08-02,https://www.calcalistech.com/ctechnews/article/ryoxde00j3,274.0,Series E,2023-08-03 03:32:52,United States,0.18,Unknown
Gem,SF Bay Area,Recruiting,70,2023-08-02,https://www.linkedin.com/feed/update/urn:li:activity:7092626063834443776/,148.0,Series C,2023-08-03 03:30:52,United States,,Unknown
Gupy,Sao Paulo,HR,58,2023-08-02,https://startups.com.br/noticias/gupy-reorganiza-a-casa-e-faz-demissoes-humanizadas/,105.0,Series B,2023-08-03 04:33:14,Brazil,0.08,Unknown
Salesforce,Dublin,Sales,50,2023-08-02,https://www.bloomberg.com/news/articles/2023-08-02/salesforce-cuts-more-jobs-after-10-reduction-earlier-this-year?in_source=embedded-checkout-banner#xj4y7vzkg,65.0,Post-IPO,2023-08-04 04:10:19,Ireland,,Unknown
FamPay,Bengaluru,Finance,18,2023-08-02,https://www.moneycontrol.com/europe/?url=https://www.moneycontrol.com/news/business/announcements/peak-xv-backed-fampay-undertakes-layoffs-cuts-18-jobs-11083941.html,42.0,Series A,2023-08-03 03:41:10,India,,Unknown
Actyv.ai,Bengaluru,Finance,,2023-08-02,https://entrackr.com/2023/08/exclusive-saas-startup-actyv-ai-lays-off-more-than-60-employees/,12.0,Seed,2023-08-03 03:33:57,India,0.6,Unknown
ConnectedH,Gurugram,Healthcare,,2023-08-02,https://inc42.com/buzz/kalaari-backed-connectedh-shuts-shop-to-return-capital-to-investors/,2.0,Seed,2023-08-03 03:35:57,India,1.0,Unknown
DICE,London,Consumer,,2023-08-02,https://tech.eu/2023/08/02/dice-layoffs/,135.0,Series C,2023-08-04 04:11:38,United Kingdom,,Unknown
HackerOne,SF Bay Area,Security,,2023-08-02,https://www.hackerone.com/ceo/company-update,159.0,Series E,2023-08-02 21:52:03,United States,0.12,Unknown
Silofit,Montreal,Fitness,,2023-08-02,https://betakit.com/canadian-startup-struggles-continue-as-silofit-closes-up-shop-top-hat-and-fable-cut-staff/,19.0,Series A,2023-08-05 03:58:19,Canada,1.0,Unknown
TripAdvisor,Boston,Travel,,2023-08-02,https://ir.tripadvisor.com/static-files/d6752890-85a0-4764-a90e-f6213480c7e1,3.0,Post-IPO,2023-08-03 04:35:01,United States,,Unknown
Vesttoo,Tel Aviv,Finance,150,2023-08-01,https://www.calcalistech.com/ctechnews/article/ryuwahiih,110.0,Series C,2023-08-03 03:43:19,Israel,0.75,Unknown
Planet,SF Bay Area,Aerospace,117,2023-08-01,https://www.cnbc.com/2023/08/01/planet-pl-lays-off-about-10percent-company-restructures.html,574.0,Post-IPO,2023-08-01 16:46:16,United States,0.1,Unknown
Paper,Montreal,Education,106,2023-08-01,https://paper.co/inside-paper/a-message-from-paper-founders,389.0,Series D,2023-08-01 21:00:22,Canada,0.04,Unknown
Archipelago,SF Bay Area,Real Estate,40,2023-08-01,https://www.theinsurer.com/news/ai-driven-property-risk-insurtech-archipelago-analytics-cuts-30-of-workforce/,57.0,Series B,2023-08-01 20:57:54,United States,0.3,Unknown
Increff,Bengaluru,Retail,,2023-08-01,https://inc42.com/buzz/exclusive-premji-invest-backed-increff-lays-off-20-workforce/,17.0,Series B,2023-08-02 00:28:49,India,0.2,Unknown
Indigo,Boston,Other,,2023-08-01,https://www.bizjournals.com/boston/inno/stories/news/2023/08/01/indigo-ag-makes-second-round-of-layoffs-in-2023.html,1200.0,Series F,2023-08-01 20:59:26,United States,,Unknown
inDrive,SF Bay Area,Transportation,,2023-08-01,https://www.forbes.ru/biznes/493840-servis-indrive-resil-sokratit-10-svoih-rabotnikov,387.0,Unknown,2023-08-01 16:48:48,United States,0.1,Unknown
Outreach ,Seattle,Sales,,2023-08-01,https://www.geekwire.com/2023/seattle-sales-software-startup-outreach-lays-off-employees-again-as-it-aims-for-profitability/,489.0,Series G,2023-08-01 20:58:34,United States,0.05,Unknown
Qoala,Jakarta,Finance,80,2023-07-31,https://www.techinasia.com/id-insurtech-qoala-confirms-laying-80-employee,89.0,Series B,2023-08-05 04:02:50,Indonesia,,Unknown
Fable,Toronto,Other,13,2023-07-31,https://betakit.com/canadian-startup-struggles-continue-as-silofit-closes-up-shop-top-hat-and-fable-cut-staff/,12.0,Series A,2023-08-05 03:59:47,Canada,0.09,Unknown
Nexar,New York City,Transportation,12,2023-07-31,https://www.calcalistech.com/ctechnews/article/rktq3gqc3,149.0,Series D,2023-09-04 23:17:22,United States,,Unknown
Cambricon,Beijing,Hardware,,2023-07-31,https://www.digitimes.com/news/a20230731PD208/ai-cambricon-china.html,200.0,Series B,2023-08-01 15:28:34,China,,Unknown
Kape Technologies,London,Security,200,2023-07-30,https://techreport.com/news/cybersecurity-firm-kape-technologies-lay-off-around-200-employees/,188.0,Post-IPO,2023-07-30 23:11:05,United Kingdom,0.3,Unknown
Eroad,Auckland,Transportation,200,2023-07-28,https://businessdesk.co.nz/article/markets/eroad-investors-grill-management-on-buyout-offer,46.0,Unknown,2023-08-01 15:30:35,New Zealand,0.31,Unknown
Kape,London,Security,180,2023-07-28,https://www.pcmag.com/news/tough-times-for-vpns-expressvpn-parent-company-lays-off-30-of-staff,188.0,Post-IPO,2023-08-05 17:23:46,United Kingdom,,Unknown
Homology,Boston,Healthcare,,2023-07-28,https://www.bizjournals.com/boston/news/2023/07/28/homology-layoffs-july-2023.html,187.0,Post-IPO,2023-07-29 03:26:52,United States,,Unknown
Milkbasket,Gurugram,Food,400,2023-07-27,https://entrackr.com/2023/07/reliance-pulls-plug-on-milkbasket-brand-mass-layoffs-to-follow/,39.0,Acquired,2023-07-29 03:27:27,India,0.67,Unknown
Wish,SF Bay Area,Retail,255,2023-07-27,https://ir.wish.com/node/10081/html,1600.0,Post-IPO,2023-08-01 20:56:56,United States,0.34,https://docs.google.com/spreadsheets/d/1oq01pAxUiqglVjCqv90BZeKc-UW22Hnkai4XjtEhiaI/edit#gid=0
Point,SF Bay Area,Real Estate,61,2023-07-27,https://www.bizjournals.com/sanfrancisco/inno/stories/news/2023/09/05/finance-startup-slashes-28-percent-of-us-staff.html,149.0,Series C,2023-09-07 15:30:32,United States,0.28,Unknown
Akseleran,Jakarta,Finance,60,2023-07-27,https://www.techinasia.com/indonesias-akseleran-lays-60-employees-delaying-ipo,9.0,Series A,2023-07-29 03:31:43,Indonesia,,Unknown
Verbit,New York City,Data,60,2023-07-27,https://www.calcalistech.com/ctechnews/article/b1butaacn,569.0,Series E,2023-07-27 23:53:55,United States,0.06,Unknown
Datree,SF Bay Area,Other,,2023-07-27,https://www.linkedin.com/feed/update/urn:li:activity:7090315185344716800/,11.0,Seed,2023-07-30 23:12:26,United States,1.0,Unknown
Degreed,SF Bay Area,Education,,2023-07-27,https://www.linkedin.com/posts/davidblake_ive-been-back-at-degreed-for-a-year-i-am-activity-7090395014110875648-9Dcn/,463.0,Unknown,2023-07-27 23:55:39,United States,,Unknown
Copia,Nairobi,Retail,350,2023-07-26,https://techcabal.com/2023/07/26/copia-lays-off-350-employees/,103.0,Series C,2023-07-26 23:10:21,Kenya,0.25,Unknown
Figure,SF Bay Area,Crypto,90,2023-07-26,https://www.bloomberg.com/news/articles/2023-07-28/mike-cagney-s-figure-lays-off-20-of-staff-amid-ipo-plans#xj4y7vzkg,1500.0,Unknown,2023-07-29 03:24:37,United States,0.2,Unknown
Calendly,Atlanta,Other,60,2023-07-26,https://www.theinformation.com/briefings/calendly-cuts-roughly-10-of-staff,351.0,Series B,2023-07-27 20:08:57,United States,0.1,Unknown
Myntra,Bengaluru,Retail,50,2023-07-26,https://economictimes.indiatimes.com/tech/technology/myntra-plans-makeover-in-private-label-strategy-layoffs-likely-to-hit-50-employees/articleshow/102114887.cms,516.0,Acquired,2023-07-26 23:12:03,India,,Unknown
Kleos Space,Luxembourg,Aerospace,,2023-07-26,https://spacenews.com/geospatial-intelligence-startup-kleos-space-files-for-bankruptcy/,17.0,Post-IPO,2023-07-27 23:56:31,Luxembourg,1.0,Unknown
Ripl,Seattle,Marketing,,2023-07-26,https://www.linkedin.com/posts/careydijulio_opentowork-talent-activity-7092986397040541696-YvWs/,9.0,Unknown,2024-04-10 21:48:07,United States,,https://docs.google.com/spreadsheets/d/1xAd3qEFReCtKWydopDWa2qBy1SKOasjUbfZ2AFBU1vA/edit#gid=0
Deep Instict,New York City,Security,46,2023-07-25,https://www.calcalistech.com/ctechnews/article/sj5p0va9n,322.0,Unknown,2023-07-26 23:14:00,United States,0.15,Unknown
Pluralsight,Salt Lake City,Education,,2023-07-25,https://www.sltrib.com/news/business/2023/07/25/its-third-round-layoffs-utah-tech/,192.0,Acquired,2023-07-26 01:05:31,United States,,Unknown
AppHarvest,Lexington,Food,,2023-07-24,https://marketrealist.com/why-did-this-farming-startup-app-harvest-declare-bankruptcy/,692.0,Post-IPO,2023-07-27 23:57:26,United States,1.0,Unknown
Arive,Munich,Retail,,2023-07-24,https://www.businessinsider.de/gruenderszene/business/lieferdienst-arive-betrieb-gestoppt-geldnot/,37.0,Unknown,2023-07-26 01:01:06,Germany,,Unknown
Onfido,London,Finance,,2023-07-24,https://sifted.eu/articles/onfido-ceo-mike-tuchen-layoffs,182.0,Series D,2023-07-26 23:12:42,United Kingdom,,Unknown
PathAI,Boston,Healthcare,87,2023-07-21,https://www.bizjournals.com/boston/inno/stories/news/2023/07/21/pathai-layoffs-healthtech-company.html,255.0,Series C,2023-07-11 01:51:56,United States,,Unknown
Bundle Africa,Lagos,Crypto,,2023-07-21,https://technext24.com/2023/07/21/bundle-africa-ceases-operations/,1.0,Seed,2023-07-22 01:12:12,Nigeria,1.0,Unknown
Viaplay,Stockholm,Media,450,2023-07-20,https://deadline.com/2023/07/viaplay-layoffs-strategic-review-pulls-out-of-uk-mulls-a-sale-1235442717/,,Unknown,2023-07-11 01:51:13,Sweden,0.25,Unknown
Stoa,Phoenix,Real Estate,80,2023-07-20,https://www.calcalistech.com/ctechnews/article/sjl3blvcn,,Unknown,2023-07-22 01:06:38,United States,0.8,Unknown
Dunzo,Bengaluru,Food,,2023-07-20,https://www.peoplematters.in/news/strategic-hr/dunzos-third-round-of-layoffs-announced-salary-deadline-missed-dues-pushed-to-september-38490,382.0,Unknown,2023-07-20 16:12:56,India,,Unknown
MiQ,London,Marketing,,2023-07-20,https://www.businessinsider.com/adtech-layoffs-continued-into-summer-2023-7,,Private Equity,2023-07-21 03:33:53,United Kingdom,,Unknown
Phunware,Austin,Other,,2023-07-20,https://seekingalpha.com/news/3989259-software-developer-phunware-to-lay-off-one-third-of-its-workforce,87.0,Post-IPO,2023-07-22 01:08:33,United States,,Unknown
Saarthi.ai,Bengaluru,Support,,2023-07-20,https://economictimes.indiatimes.com/tech/startups/saarthi-ai-fires-employees-in-batches-withholds-salaries-cites-investor-pressure-to-become-profitable/articleshow/101990247.cms,,Unknown,2023-07-22 01:07:37,India,,Unknown
AgentSync,Denver,Finance,67,2023-07-19,Internal memo,111.0,Series B,2023-07-26 01:04:04,United States,0.24,Unknown
Inspirato,Denver,Travel,50,2023-07-19,https://skift.com/2023/07/20/inspirato-lays-off-6-of-workforce-second-round-of-cuts-this-year/,179.0,Post-IPO,2023-07-20 22:37:16,United States,0.06,Unknown
Tilia,SF Bay Area,Finance,28,2023-07-19,Internal memo,32.0,Unknown,2023-08-14 21:20:00,United States,0.32,https://docs.google.com/spreadsheets/d/1rn9fWh4yid4ZfqNArks1XybfId4L_EyCoi6pfYirjp8/edit#gid=918457195
Blue Apron,New York City,Food,,2023-07-19,https://seekingalpha.com/news/3999870-blue-apron-discloses-that-it-cut-20-of-its-corporate-workforce-in-july,422.0,Post-IPO,2023-08-09 18:46:12,United States,0.2,Unknown
Microsoft,Seattle,Other,1000,2023-07-18,https://www.businessinsider.com/microsoft-layoffs-more-than-1000-jobs-sales-customer-service-2023-7?IR=T,1.0,Post-IPO,2023-07-10 20:23:21,United States,,Unknown
Cameo,Chicago,Consumer,80,2023-07-18,https://www.theinformation.com/articles/cameo-cuts-staff-to-fewer-than-50-after-financial-stumble,165.0,Unknown,2023-07-18 19:29:56,United States,,Unknown
Square Roots,New York City,Food,,2023-07-18,https://www.businessinsider.com/kimbal-musk-startup-square-roots-layoffs-farm-closures-2023-7,91.0,Unknown,2023-07-22 01:11:33,United States,,Unknown
Sarcos,Salt Lake City,Aerospace,75,2023-07-17,https://www.therobotreport.com/sarcos-plans-to-layoff-around-75-workers-as-part-of-optimization-plan/,316.0,Post-IPO,2023-07-19 16:38:44,United States,0.25,Unknown
Code42,Minneapolis,Security,,2023-07-17,https://blocksandfiles.com/2023/07/17/data-loss-preventer-code42-loses-staff/,137.0,Unknown,2023-07-17 22:38:28,United States,,Unknown
Ezoic,San Diego,Infrastructure,,2023-07-17,https://www.ezoic.com/ceo-dwayne-letter-to-employees/,39.0,Series A,2023-07-19 16:40:09,United States,0.28,Unknown
IBM,Tel Aviv,Hardware,,2023-07-17,https://www.calcalistech.com/ctechnews/article/ryacsbqqh,,Post-IPO,2023-07-19 16:41:01,United States,,Unknown
Lamudi Indonesia,Jakarta,Real Estate,,2023-07-17,https://www.dealstreetasia.com/stories/lamudi-indonesia-layoffs-353347,56.0,Acquired,2023-07-23 16:05:21,Indonesia,,Unknown
Binance,Cayman Islands,Crypto,1000,2023-07-14,https://www.wsj.com/articles/binance-lays-off-over-1-000-employees-d59ff6ad,,Unknown,2023-07-14 18:27:29,Cayman Islands,,Unknown
PayScale,Seattle,HR,14,2023-07-14,https://www.bizjournals.com/seattle/news/2023/07/14/payscale-layoffs-seattle-office.html,33.0,Acquired,2023-07-15 03:40:15,United States,0.02,Unknown
Navi Technologies,Bengaluru,Finance,200,2023-07-13,https://economictimes.indiatimes.com/tech/startups/sachin-bansals-navi-technologies-lays-off-around-200-employees/articleshow/101713488.cms,659.0,Unknown,2023-07-13 03:42:21,India,,Unknown
Skill Lync,Chennai,Education,200,2023-07-13,https://entrackr.com/2023/07/edtech-company-skill-lync-fires-over-200-employees/,17.0,Series A,2023-07-13 18:29:00,India,,Unknown
Amazon,Seattle,Retail,80,2023-07-13,https://news.yahoo.com/amazon-lays-off-80-workers-230451163.html?guccounter=1,108.0,Post-IPO,2023-07-14 18:25:12,United States,,Unknown
AudioCodes,Tel Aviv,Other,80,2023-07-13,https://www.calcalistech.com/ctechnews/article/bkrcqqaf3,91.0,Post-IPO,2023-07-17 02:39:33,Israel,0.06,Unknown
Tempo Automation,SF Bay Area,Other,62,2023-07-13,https://investors.tempoautomation.com/static-files/f021231f-65a6-4ae2-8680-3bc48a51a028,154.0,Post-IPO,2023-07-17 23:02:10,United States,,Unknown
Uber Freight,SF Bay Area,Logistics,40,2023-07-13,https://www.freightwaves.com/news/uber-freight-lays-off-as-many-as-50-brokerage-employees,2700.0,Subsidiary,2023-07-14 18:19:46,United States,,Unknown
Deepwatch,Tampa Bay,Security,30,2023-07-13,https://www.deepwatch.com/blog/a-message-from-deepwatchs-ceo/,256.0,Series C,2023-07-14 03:26:00,United States,0.07,Unknown
Centr,Sydney,Fitness,22,2023-07-13,https://www.news.com.au/finance/business/chris-hemsworths-fitness-app-centr-reportedly-sacks-australian-staff/news-story/8e6dacc01c9d4b4569401e997e303ca6,,Unknown,2023-07-13 03:44:08,Australia,,Unknown
Factorial,Barcelona,HR,20,2023-07-13,https://www.businessinsider.es/factorial-despide-veintena-trabajadores-1274860,220.0,Series C,2023-07-17 02:35:51,Spain,,Unknown
Peloton,New York City,Fitness,11,2023-07-13,https://dol.ny.gov/system/files/documents/2023/07/warn-peloton-interactive-nyc-2023-0006-7-14-2023.pdf,1900.0,Post-IPO,2023-07-17 23:04:12,United States,,Unknown
Bark,New York City,Retail,,2023-07-13,https://seekingalpha.com/news/3987629-bark-cuts-8-of-workforce-as-part-of-cost-reduction-initiative,282.0,Post-IPO,2023-07-26 23:15:58,United States,0.08,Unknown
Khoros,Austin,Sales,,2023-07-13,Internal memo,138.0,Private Equity,2023-07-19 16:43:58,United States,0.05,Unknown
Netlify,SF Bay Area,Other,,2023-07-13,https://www.netlify.com/blog/ceo-announcement-to-the-netlify-team/,212.0,Series D,2023-07-14 03:25:21,United States,,Unknown
SAS,Raleigh,Data,,2023-07-13,https://www.newsobserver.com/news/business/article277322113.html,,Unknown,2023-07-15 13:00:15,United States,,Unknown
Stitch Fix,Philadelphia,Retail,400,2023-07-12,https://www.inquirer.com/jobs/labor/stitch-fix-layoffs-closure-bethlehem-lehigh-valley-warehouse-20230712.html,79.0,Post-IPO,2023-07-14 18:20:39,United States,,Unknown
